Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls per90,Ast per90,G+A per90,G-PK per90,G+A-PK per90,xG,npxG,xA,npxG+xA,xG per90,xA per90,xG+xA per90,npxG per90,npxG+xA per90,Passes Cmp,Att,Passes Cmp%,Passes TotDist,Passes PrgDist,KP per90,Final third per90,PPA per90,CrsPA per90,Prog per90,Live passes per90,Dead passes per90,FK passes per90,TB passes per90,under pressure passes per90,Sw passes per90,Crs passes per90,CK passes per90,Ground passes per90,Low passes per90,High passes per90,SCA Dead-balls per90,SCA Open-Play per90,Touches per90,Touches Def Pen per90,Touches Def 3rd per90,Touches Mid 3rd per90,Touches Att 3rd per90,Touches Att Pen per90,Live touches per90,Succ Dribbles per90,Att Dribbles per90,Succ Dribbles%,Players dribbled past per90,NutMegs per90,Carries per90,Carries TotDist per90,Carries PrgDist per90,Prog Carries per90,Carries to final-third per90,Carries to penalty area per90,Miss-Control per90,Dispossessed per90,Pass Targ per90,Passes Rec per90,Pass Rec%,Prog Rec-Passes per90,Tkl per90,TklW per90,Tkl Def 3rd per90,Tkl Mid 3rd per90,Tkl Att 3rd per90,Succ Tkl vs Dribbles per90,Att Tkl vs Dribbles per90,Tkl vs Dribbles%,Past per90,Press per90,Succ press per90,Succ Press %,Press Def 3rd per90,Press Mid 3rd per90,Press Att 3rd per90,Int per90,Tkl+Int per90,Clr per90,Err per90
511,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,1995,11,9,831,9.2,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,0.2,0.2,0.1,0.4,0.02,0.01,0.04,0.02,0.04,41.7,50,83.5,908.8,288,0.22,3.59,0.54,0,2.61,48.5,1.52,1.3,0.11,5.11,0.54,0.22,0,35.1,4.02,10.9,0,0.53,62,12.6,36.7,24.2,3.37,0.76,60.5,0.11,0.22,50,0.11,0,35.8,165.4,91.5,2.07,0.33,0,0,0.11,39.2,38,97,0.11,2.17,1.2,1.2,0.76,0.22,0.54,0.76,71.4,0.22,10.2,3.37,33,5.43,4.35,0.43,1.2,3.37,6.41,0
512,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,42.6,51.6,82.7,788.9,257.9,0.53,2.63,0.53,0.53,4.74,43.7,7.89,2.11,0,5.26,0.53,1.05,0,31.6,11.6,8.42,0,1.41,64.2,8.95,25.8,32.1,8.95,0.53,56.8,0,0,,0,0,37.4,125.8,55.8,2.11,1.05,0,0.53,1.05,38.4,37.4,97.3,0,1.05,0.53,1.05,0,0,0.53,1.58,33.3,1.05,12.6,2.63,20.8,9.47,2.63,0.53,1.58,2.63,3.68,0.53
513,Dylan Chambost,fr FRA,MFFW,Troyes,fr Ligue 1,23,1997,19,9,753,8.4,0,1,0,0,0,0,0,0,0.12,0.12,0,0.12,0.5,0.5,0.6,1.1,0.06,0.07,0.13,0.06,0.13,44.6,55.5,80.5,827.4,214.3,0.83,3.45,0.83,0.36,4.17,52.7,2.74,1.55,0,10,1.43,1.19,0.95,36.1,7.14,12.3,0.36,1.55,64.9,1.55,13.6,38.7,16.1,1.19,62,0.24,0.36,66.7,0.24,0,39.8,163.3,83.5,2.38,1.31,0,0.71,0.71,51.7,45.6,88.2,3.81,2.62,1.43,0.83,1.31,0.48,0.83,2.5,33.3,1.67,22.7,6.67,29.3,6.9,12.7,3.1,1.07,3.69,1.07,0
514,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,1990,17,15,1212,13.5,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.6,1.1,0.04,0.05,0.08,0.04,0.08,27.6,41.8,66,536.7,244.4,0.67,1.93,0.59,0.3,2.96,31.3,10.4,0.15,0,5.11,1.04,1.63,0.07,17.1,12.7,12,0.22,0.67,51.3,3.41,15.3,21,17.3,2.3,41,0.15,0.44,33.3,0.22,0,23.6,94.8,48.2,2.37,1.26,0.22,0.89,0.44,32.5,26.7,82.2,1.78,1.48,0.89,0.74,0.67,0.07,0.67,1.48,45,0.81,12.9,3.78,29.3,4.37,5.85,2.67,1.41,2.89,2.15,0
515,Chapela,es ESP,MFFW,Cбdiz,es La Liga,22,1999,9,4,398,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.02,0.03,0.05,0.02,0.05,12.7,20.5,62.2,297.3,140.7,0.45,2.27,0.23,0,3.18,20.2,0.23,0,0,4.32,1.82,2.05,0.23,13,2.95,4.55,0,0.91,30.5,1.59,9.09,14.1,9.77,0.91,30.2,0.45,1.14,40,0.45,0,19.1,124.3,77.5,2.5,0.91,0,1.82,0.91,22.5,15.9,70.7,1.82,1.59,0.68,0.45,0.23,0.91,0,1.14,0,1.14,19.3,4.32,22.4,7.05,7.73,4.55,1.36,2.95,1.14,0
516,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,1994,32,31,2686,29.8,3,0,3,0,0,6,1,0.1,0,0.1,0.1,0.1,1.5,1.5,0.4,2,0.05,0.01,0.07,0.05,0.07,35,41.9,83.7,887,329.5,0.34,3.26,0.1,0.03,2.25,39.6,2.25,2.15,0,4.3,2.48,0.1,0,28.8,2.28,10.8,0.03,0.6,54.1,9.36,33.8,22.8,1.85,0.57,51.9,0,0.03,0,0,0,30.8,168.3,97.1,1.98,0.47,0,0.07,0.13,32.1,31.7,98.5,0.1,1.54,1.01,1.14,0.3,0.1,0.81,1.38,58.5,0.57,8.49,3.15,37.2,5.67,2.48,0.34,3.15,4.7,6.07,0.03
517,Xavier Chavalerin,fr FRA,MFDF,Reims,fr Ligue 1,30,1991,3,2,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0.09,0.06,0.15,0.09,0.15,33.3,40.8,81.6,618.3,201.3,1.25,0.83,1.25,0.42,2.5,35.8,5,1.25,0,6.25,2.5,2.08,0,22.1,7.92,10.8,0,2.08,48.8,3.33,14.2,24.6,14.2,2.5,43.8,0.42,0.42,100,0.42,0,24.2,125.4,48.3,1.25,1.67,0,0,0.42,32.9,28.3,86.1,1.67,1.67,0.83,0.83,0.42,0.42,0.42,1.25,33.3,0.83,12.5,5.42,43.3,3.75,5.83,2.92,2.92,4.58,1.67,0.42
518,Xavier Chavalerin,fr FRA,MFFW,Troyes,fr Ligue 1,30,1991,34,31,2717,30.2,5,2,5,0,0,4,0,0.17,0.07,0.23,0.17,0.23,1.9,1.9,2.8,4.8,0.06,0.09,0.16,0.06,0.16,26.3,34.6,76,469.1,147.2,0.76,2.25,0.73,0.17,2.42,32.5,2.09,0.79,0.07,4.47,1.26,1.46,0.79,24.2,4.3,6.13,0.33,1.36,44.4,2.15,12.6,21.8,12.3,1.59,42.3,0.66,1.03,64.5,0.76,0.03,26.2,112.1,49.1,1.66,0.7,0.13,1.23,0.66,35.1,29.9,85.3,2.48,1.95,1.36,0.66,1.06,0.23,0.46,2.09,22.2,1.62,21.3,5.76,27.1,5.63,11.2,4.47,1.56,3.51,1.19,0
519,Justin Che,us USA,DFMF,Hoffenheim,de Bundesliga,17,2003,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.19,0,0.19,0.19,0.19,46,54,85.2,884,290,0,2,0,0,6,40,14,2,0,2,2,0,0,30,16,8,0,0,60,0,12,32,20,4,48,0,2,0,0,0,42,194,112,0,0,0,0,0,42,40,95.2,8,2,2,2,0,0,0,4,0,4,20,8,40,6,4,10,2,4,0,0
520,Chema,es ESP,MF,Getafe,es La Liga,29,1992,1,1,45,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,18,30,60,434,144,2,2,0,0,0,26,4,4,0,14,2,0,0,12,4,14,0,2,32,4,6,22,4,0,28,0,0,,0,0,12,62,26,0,0,0,0,0,14,14,100,2,0,0,0,0,0,0,2,0,2,26,2,7.7,12,12,2,0,0,0,0
521,Rayan Cherki,fr FRA,FWMF,Lyon,fr Ligue 1,17,2003,16,3,440,4.9,0,1,0,0,0,1,0,0,0.2,0.2,0,0.2,0.7,0.7,0.7,1.4,0.14,0.14,0.28,0.14,0.28,40.2,52.7,76.4,652.4,186.5,2.45,3.27,1.22,0.2,4.29,44.1,8.57,0.61,0,9.8,3.47,2.04,5.1,38.4,5.92,8.37,1.22,2.45,69.2,0.2,4.29,33.9,36.9,6.12,60.8,1.84,5.71,32.1,2.04,0.41,49,334.9,219.6,12.4,2.65,2.65,2.65,3.27,67.6,52.2,77.3,8.98,1.22,0.61,0.2,0.82,0.2,0.41,1.02,40,0.61,13.1,3.06,23.4,1.22,8.37,3.47,0.82,2.04,0,0
522,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,30,1990,17,5,563,6.3,0,1,0,0,0,1,0,0,0.16,0.16,0,0.16,1,1,0.3,1.3,0.16,0.05,0.21,0.16,0.21,17.1,26.8,63.9,315.9,84.9,0.48,1.27,0.79,0.16,2.22,24.3,2.54,0.95,0,4.44,1.11,2.86,0.95,15.6,5.56,5.71,0.32,1.91,41.1,1.59,7.78,14.8,20.8,3.65,38.7,0.95,2.06,46.2,1.11,0.63,23.2,117.6,60.3,3.49,0.95,0.63,1.9,0.79,31,21.3,68.7,3.65,1.59,0.79,0.79,0.16,0.63,0.79,2.22,35.7,1.43,17.6,3.97,22.5,3.17,8.73,5.71,2.06,3.65,1.9,0
523,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0
524,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,21,16,1354,15,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06,52,61.5,84.5,1186.9,390,0.47,5.4,0.2,0,5.07,58.5,3,1.67,0,5.13,1.73,0.07,0,43.2,6.73,11.6,0,1.27,72.1,10.3,33.7,38.3,5,0.47,69.3,0.13,0.27,50,0.13,0,41.8,249.7,142.7,3.93,1.2,0.07,0.47,0,49.6,48.8,98.4,0.27,1.33,0.67,0.8,0.47,0.07,0.4,0.73,54.5,0.33,7.13,2.87,40.2,4.4,2.07,0.67,1.2,2.53,4.93,0
525,Federico Chiesa,it ITA,MFFW,Juventus,it Serie A,23,1997,14,11,863,9.6,2,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.3,2.3,1.2,3.5,0.24,0.12,0.37,0.24,0.37,22.8,29.6,77.1,439.7,135.4,1.77,1.35,1.25,0.63,3.02,26.3,3.33,0.1,0,5.73,1.98,2.4,1.77,18.9,5.52,5.21,0.21,3.55,45.2,0.83,8.33,19.2,22.5,5.21,41.9,2.19,3.44,63.6,2.4,0.21,31.8,200.9,136.7,5.1,1.98,1.15,1.77,2.81,40.6,28.8,70.8,5.21,2.4,1.77,0.83,0.94,0.63,0.73,2.19,33.3,1.46,15,4.58,30.6,4.58,5.42,5,0.83,3.23,0.63,0
526,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,7,6,542,6,3,1,3,0,0,0,0,0.5,0.17,0.66,0.5,0.66,1.2,1.2,0.9,2.1,0.19,0.15,0.34,0.19,0.34,44.2,57.3,77,703,192.2,1.67,1.17,1,0.17,2.17,44.3,13,1.67,0,8.83,0.83,1.67,4.17,36.8,8,12.5,1.17,2.34,70.3,1.5,15.5,24,33.8,4.67,58,0.33,0.83,40,0.5,0,40.2,181.5,86.3,3.83,0.67,0.83,1.83,0.5,49.3,42.8,86.8,5,1.67,0.83,0.5,1,0.17,0,0.83,0,0.83,15.3,5.17,33.7,5.67,6,3.67,1,2.67,2.5,0.17
527,Chiquinho,pt POR,DFMF,Wolves,eng Premier League,21,2000,8,1,208,2.3,0,3,0,0,0,0,0,0,1.3,1.3,0,1.3,0.3,0.3,0.6,0.9,0.13,0.27,0.41,0.13,0.41,31.3,47,66.7,543.9,207.8,2.17,2.17,2.17,1.74,4.35,42.6,4.35,0.43,0,6.52,3.48,9.13,0.43,23,12.2,11.7,0.43,3.47,66.5,0.87,9.57,24.8,36.5,6.96,63,3.48,5.22,66.7,3.48,0,44.3,181.7,107.8,6.09,1.3,0.43,2.61,4.78,54.3,44.3,81.6,9.57,3.91,2.61,1.3,2.61,0,1.3,1.74,75,0.43,25.2,6.09,24.1,6.09,12.6,6.52,2.61,6.52,1.3,0
528,Vlad Chiriche?,ro ROU,DF,Sassuolo,it Serie A,31,1989,29,27,2300,25.6,0,0,0,0,0,4,0,0,0,0,0,0,0.7,0.7,0.1,0.7,0.03,0,0.03,0.03,0.03,47.9,52.3,91.6,999.9,282.5,0.12,1.17,0.04,0,1.56,50,2.27,1.95,0,4.26,1.88,0,0,43.8,3.67,4.84,0,0.23,61.2,10.1,34.3,29.4,1.45,0.35,59,0.16,0.31,50,0.16,0.04,39.5,169.8,82.6,1.64,0.43,0,0.39,0.35,41.1,40.3,98.1,0,1.56,0.82,1.09,0.47,0,0.59,0.94,62.5,0.35,10,3.75,37.4,5.82,4.14,0.08,2.3,3.87,3.09,0.08
529,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,1997,31,31,2637,29.3,3,1,3,0,0,6,0,0.1,0.03,0.14,0.1,0.14,1.2,1.2,1.3,2.5,0.04,0.05,0.09,0.04,0.09,49.9,58.8,84.7,1045.3,244,0.85,6.76,0.65,0.1,5.15,56.5,2.32,1.71,0.07,8.84,3.38,0.24,0.1,43.1,5.02,10.7,0,1.87,65.5,0.68,11.3,44.1,12.9,0.82,63.4,0.27,0.48,57.1,0.27,0,42.4,168.9,75.1,2.97,0.78,0.03,0.41,0.34,52,48.4,93,1.77,1.67,0.92,0.44,0.89,0.34,0.58,2.12,27.4,1.54,17.8,4.47,25,4.47,10,3.34,1.47,3.14,0.34,0
530,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,36,33,2935,32.6,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.8,1.7,0.03,0.02,0.05,0.03,0.05,34.1,40.2,84.8,664.9,176.6,0.37,2.39,0.55,0.12,2.58,38.9,1.26,1.04,0.06,3.99,1.17,0.46,0.03,29.3,5.12,5.77,0,0.95,48.7,4.51,19.5,26.4,5.25,0.52,47.5,0.37,0.67,54.5,0.4,0.03,29,118.7,54,1.63,0.25,0.06,0.37,0.46,32.3,30.4,94.2,0.71,1.75,1.01,1.1,0.52,0.12,0.83,2.24,37,1.41,12.4,3.28,26.5,5.31,5.43,1.66,2.58,4.33,1.87,0.06
531,Hamza Choudhury,eng ENG,DFMF,Leicester City,eng Premier League,23,1997,6,4,285,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,40.3,49.4,81.6,711.6,167.5,0,0.63,0,0,1.56,45.6,3.75,0.94,0,11.9,0.31,0,0,34.7,6.56,8.13,0,0,64.7,5.63,30.6,34.7,1.88,0.31,61.3,0.31,0.94,33.3,0.63,0,34.7,99.1,30.6,0.31,0,0,0.63,0.94,41.9,38.1,91,0,2.5,0.63,0.94,1.56,0,0.63,1.56,40,0.94,13.1,1.88,14.3,4.69,7.5,0.94,5,7.5,3.75,0
532,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,19,17,1496,16.6,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.7,0.03,0.01,0.04,0.03,0.04,70.2,76.9,91.4,1434.5,417.5,0.3,5.66,0.42,0.06,4.16,74,2.83,1.93,0.06,8.98,1.2,0.12,0,64,5.3,7.53,0,0.48,87.4,9.64,40.7,47,4.7,0.36,84.8,0.36,0.36,100,0.36,0,59.5,266.7,143.8,3.67,1.02,0,0.12,0.06,63.1,62.2,98.6,0.12,1.08,0.72,0.66,0.24,0.18,0.6,0.9,66.7,0.3,8.92,3.07,34.5,5.06,3.13,0.72,3.13,4.22,5.24,0.06
533,Max Christiansen,de GER,MF,Greuther Fьrth,de Bundesliga,24,1996,27,22,2054,22.8,0,0,0,0,0,5,0,0,0,0,0,0,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,33,40.3,81.9,639.7,153.4,0.48,2.24,0.18,0,2.89,39.1,1.23,1.01,0,8.38,0.75,0,0.04,27.6,5.57,7.15,0,1.05,53.6,4.52,18.8,31.3,5.88,0.31,52.5,0.22,0.39,55.6,0.26,0,26.9,128.6,57.6,1.89,0.66,0,0.57,0.66,29.7,27.9,94.1,0.57,2.41,1.23,1.1,1.05,0.26,0.66,1.8,36.6,1.14,17.9,6.18,34.6,6.62,9.3,1.97,3.55,5.96,2.68,0
534,Carney Chukwuemeka,eng ENG,MFFW,Aston Villa,eng Premier League,17,2004,12,2,301,3.3,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.6,0.6,1,1.5,0.17,0.29,0.46,0.17,0.46,29.7,36.4,81.7,442.7,74.2,0.61,0.61,0,0,0.91,36.1,0.3,0.3,0,5.76,0,0,0,31.8,2.12,2.42,0,1.21,48.5,0.91,7.58,25.5,18.2,4.24,48.2,0.91,2.73,33.3,1.52,0,39.7,204.2,100,6.06,1.52,1.82,3.03,1.52,47.9,37,77.2,5.15,0.91,0.61,0.3,0.61,0,0.61,1.82,33.3,1.21,26.1,7.58,29.1,6.97,14.5,4.55,1.21,2.12,0.3,0
535,Samuel Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,22,1999,27,12,1333,14.8,3,3,3,0,0,4,0,0.2,0.2,0.41,0.2,0.41,4.4,4.4,4.4,8.7,0.29,0.29,0.59,0.29,0.59,23.2,32,72.7,393.4,84.1,1.82,0.47,1.69,0.2,2.77,31.4,0.54,0.14,0.27,6.89,0.81,2.3,0.07,24.2,3.24,4.53,0,3.25,47,0.2,5.27,20.7,26.5,7.97,46.6,3.92,7.36,53.2,4.19,0.54,40.1,249,160.5,8.78,2.5,2.77,2.91,2.5,47.1,37.2,79.1,6.76,0.74,0.47,0.27,0.41,0.07,0.34,0.54,62.5,0.2,10.8,3.45,31.9,2.84,3.51,4.46,1.01,1.76,0.34,0
536,Vнctor Chust,es ESP,DF,Cбdiz,es La Liga,21,2000,25,20,1830,20.3,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0,0.7,0.03,0,0.03,0.03,0.03,34.4,39.7,86.7,782.3,218.7,0,1.67,0.05,0,1.58,37.9,1.82,1.58,0,4.19,2.41,0.1,0,29.6,3.35,6.8,0,0.35,48.8,7.34,28.4,22.7,2.02,0.89,47,0.3,0.34,85.7,0.3,0.05,28.8,230.6,109.5,1.77,0.34,0,0.05,0.15,28.9,28.4,98.5,0.15,1.13,0.69,0.84,0.1,0.2,0.34,0.74,46.7,0.39,9.16,3.79,41.4,5.32,3.2,0.64,1.48,2.61,4.58,0.05
537,Riccardo Ciervo,it ITA,MFDF,Sampdoria,it Serie A,19,2002,10,1,227,2.5,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.1,0.1,0.2,0.4,0.05,0.09,0.14,0.05,0.14,20.8,29.2,71.2,396.4,90.4,1.6,1.6,0.4,0.4,1.2,27.2,2,0.4,0,4.8,1.2,3.6,0.4,19.6,5.2,4.4,0,3.2,38,0.8,7.6,16,18.4,3.2,36,0.8,1.2,66.7,0.8,0,26,228.4,130.8,7.2,2,0.8,0.8,1.2,32.8,23.6,72,4.8,2.8,2,1.2,1.2,0.4,0.4,2,20,1.6,17.2,4,23.3,4.4,8,4.8,2,4.8,0.8,0
538,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,1989,17,17,1457,16.2,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,0,0,0,0,0,0,0,0,0,18,27.5,65.5,674,486.1,0.06,0.49,0,0,0.12,18.3,9.2,3.09,0,1.91,0.86,0,0,10.2,1.73,15.6,0,0.19,29.9,26.4,29.6,0.31,0,0,20.8,0,0,,0,0,13.4,68.9,42.5,0.06,0,0,0,0,11.3,11.2,99.5,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0,0,0.06,0,0,0,0,0.19,0
539,Pathй Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,1994,31,11,1097,12.2,2,1,2,0,0,5,0,0.16,0.08,0.25,0.16,0.25,1.6,1.6,0.5,2.1,0.13,0.04,0.18,0.13,0.18,36.6,43.9,83.6,766.6,204,0.33,4.1,0.25,0,3.85,43,0.9,0.57,0.16,10.4,2.21,0,0.08,30.2,5.74,7.95,0,1.81,57.6,3.93,16.4,37,7.46,0.57,56.9,0.74,0.98,75,0.74,0,32.8,170.5,75.2,2.95,0.98,0,0.41,0.9,33,31.1,94.3,1.07,2.7,1.56,1.23,1.23,0.25,0.98,2.13,46.2,1.15,16.2,5.16,31.8,7.3,7.95,0.98,2.54,5.25,3.11,0
540,Moustapha Cissй,gn GUI,FW,Atalanta,it Serie A,17,2003,3,0,38,0.4,1,0,1,0,0,0,0,2.37,0,2.37,2.37,2.37,0.5,0.5,0,0.5,1.21,0,1.21,1.21,1.21,17.5,27.5,63.6,235,32.5,0,0,0,0,2.5,27.5,0,0,0,15,0,0,0,15,7.5,5,0,2.5,65,0,2.5,32.5,32.5,7.5,65,2.5,2.5,100,2.5,0,32.5,142.5,80,5,2.5,0,7.5,7.5,70,47.5,67.9,15,5,2.5,0,5,0,0,5,0,5,35,12.5,35.7,0,22.5,12.5,2.5,7.5,0,0
541,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2002,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,22,21,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,3,1,2,0,1,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,1,1,0,0
542,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,1989,13,12,1014,11.3,0,1,0,0,0,2,1,0,0.09,0.09,0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1,24.4,30.8,79.3,471.9,140,0.35,1.06,0.09,0.09,1.33,30.1,0.71,0.53,0,3.27,0.27,0.27,0,21.2,3.36,6.28,0,0.44,39.7,6.9,23,15.1,3.1,1.95,39.1,0.27,0.35,75,0.27,0,22,101.9,44.9,1.15,0.35,0,0.35,0,23.5,22.2,94.7,0.35,1.5,1.15,0.8,0.53,0.18,0.8,1.33,60,0.53,6.73,2.39,35.5,4.69,1.68,0.35,1.33,2.83,4.42,0
543,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,1998,10,0,209,2.3,0,2,0,0,0,1,0,0,0.86,0.86,0,0.86,0.5,0.5,0.8,1.3,0.2,0.36,0.56,0.2,0.56,38.3,43.5,88,613.9,125.2,3.48,1.74,1.3,0.43,2.61,39.6,3.91,0.43,0,3.04,1.74,1.3,2.17,31.3,7.39,4.78,1.3,3.91,62.6,0.87,6.09,25.7,33.5,5.22,59.1,1.3,3.91,33.3,1.3,0.43,40,156.1,79.6,4.35,1.74,0.43,1.74,1.74,47,41.3,88,7.39,1.3,1.3,0.87,0.43,0,0.43,2.61,16.7,2.17,14.8,5.65,38.2,2.61,6.96,5.22,0.87,2.17,1.3,0
544,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,37,35,3046,33.8,5,11,5,0,0,3,0,0.15,0.33,0.47,0.15,0.47,2.7,2.7,7.2,9.9,0.08,0.21,0.29,0.08,0.29,37.9,56.2,67.4,742.8,339,2.25,2.34,1.78,0.62,4.97,41,15.2,1.27,0.09,5.33,3.05,4.26,5.47,27.7,12.6,16,1.27,2.52,66.7,2.19,13,27.1,30.4,2.07,51.3,0.92,1.86,49.2,1.01,0.06,33.3,184.6,120.8,6.04,2.04,0.41,0.92,0.47,41.8,35.9,85.8,4.14,1.95,1.04,0.98,0.77,0.21,0.68,1.86,36.5,1.18,13,3.05,23.4,4.5,5.09,3.43,3.02,4.97,1.24,0.03
545,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,1992,19,18,1514,16.8,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.8,1,0.01,0.04,0.06,0.01,0.06,40.1,52,77.1,679.2,270.4,0.65,3.04,0.83,0.18,4.17,42.4,9.58,0.95,0,5.89,0.95,2.14,0.12,28.2,12.9,10.9,0.18,1.01,61.3,3.57,22.2,29.5,13.3,0.83,52.1,1.43,1.9,75,1.49,0.06,35.1,188.5,112.1,4.88,1.01,0.12,0.3,0.42,37.3,34.8,93.3,1.67,2.26,1.01,1.37,0.65,0.24,0.48,1.31,36.4,0.83,13.6,3.99,29.3,6.61,5.54,1.49,1.61,3.87,2.38,0.06
546,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,1989,28,20,1616,18,0,2,0,0,0,2,0,0,0.11,0.11,0,0.11,0.8,0.8,2,2.9,0.05,0.11,0.16,0.05,0.16,25.6,34.8,73.6,434.9,130.7,1.06,2.28,0.61,0.22,2.39,30.4,4.33,1.39,0.11,5.5,1.06,1.06,1.83,19.5,5.89,9.39,0.56,1.17,43.4,2,9.33,21.3,14.1,0.5,39.3,0.22,0.44,50,0.22,0.06,21.2,74.3,31.7,1,0.5,0.17,0.67,0.61,30.1,24.6,81.5,2,1.89,1.5,1,0.67,0.22,0.56,1.78,31.3,1.22,20.7,5.89,28.5,6.44,10.6,3.67,1.5,3.39,1.06,0.06
547,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,1991,16,15,1351,15,0,1,0,0,0,1,0,0,0.07,0.07,0,0.07,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04,37.5,47.9,78.4,645.1,230,0.4,1.6,0.6,0.27,1.47,37,10.9,0.87,0.07,6.87,0.33,0.87,0,28.7,8.27,10.9,0.07,0.67,55,3.07,21.1,27,10.1,0.13,44.4,0.2,0.27,75,0.2,0,29.1,143,71.2,2,0.6,0,0.47,0.2,32.2,29.7,92.1,0.73,1.47,0.73,0.6,0.8,0.07,0.47,1,46.7,0.53,8.4,2.87,34.1,4.27,2.87,1.27,2.2,3.67,2.07,0
548,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,1993,38,38,3361,37.3,4,0,4,0,0,4,0,0.11,0,0.11,0.11,0.11,2,2,0,2,0.05,0,0.05,0.05,0.05,39.4,43.8,90.1,985.8,280.3,0.05,1.34,0.11,0,1.18,42.7,1.07,1.05,0,3.38,1.42,0.05,0,34.4,2.23,7.16,0,0.19,51.7,12.6,35.7,17.9,0.88,0.48,50.7,0.03,0.05,50,0.05,0,31.7,168.7,77.9,0.91,0.03,0,0.05,0.05,36,35.7,99,0.08,0.83,0.48,0.54,0.27,0.03,0.32,0.7,46.2,0.38,5.28,1.82,34.5,3.32,1.82,0.13,1.18,2.01,4.02,0
